bs_id,node_id,time_slot,used_cpu,cpu_capacity,cpu_utilization,used_subchannels,subchannel_capacity,subchannel_utilization
bs_8,node_8,8,0,6,0.0,0,4,0.0
bs_8,node_8,9,0,6,0.0,0,4,0.0
bs_8,node_8,10,0,6,0.0,0,4,0.0
bs_8,node_8,11,0,6,0.0,0,4,0.0
bs_8,node_8,12,2,6,0.333333,3,4,0.75
bs_8,node_8,13,0,6,0.0,0,4,0.0
bs_8,node_8,14,1,6,0.166667,2,4,0.5
bs_8,node_8,15,0,6,0.0,0,4,0.0
bs_8,node_8,16,0,6,0.0,0,4,0.0
bs_8,node_8,17,0,6,0.0,0,4,0.0
bs_8,node_8,18,0,6,0.0,0,4,0.0
bs_8,node_8,19,0,6,0.0,0,4,0.0
bs_9,node_9,0,0,9,0.0,0,6,0.0
bs_9,node_9,1,0,9,0.0,0,6,0.0
bs_9,node_9,2,2,9,0.222222,3,6,0.5
bs_9,node_9,3,0,9,0.0,0,6,0.0
bs_9,node_9,4,0,9,0.0,0,6,0.0
bs_9,node_9,5,0,9,0.0,0,6,0.0
bs_9,node_9,6,0,9,0.0,0,6,0.0
bs_9,node_9,7,0,9,0.0,0,6,0.0
bs_9,node_9,8,2,9,0.222222,3,6,0.5
bs_9,node_9,9,0,9,0.0,0,6,0.0
bs_9,node_9,10,0,9,0.0,0,6,0.0
bs_9,node_9,11,0,9,0.0,0,6,0.0
bs_9,node_9,12,0,9,0.0,0,6,0.0
bs_9,node_9,13,0,9,0.0,0,6,0.0
bs_9,node_9,14,0,9,0.0,0,6,0.0
bs_9,node_9,15,0,9,0.0,0,6,0.0
bs_9,node_9,16,0,9,0.0,0,6,0.0
bs_9,node_9,17,0,9,0.0,0,6,0.0
bs_9,node_9,18,0,9,0.0,0,6,0.0
bs_9,node_9,19,0,9,0.0,0,6,0.0
bs_10,node_10,0,0,6,0.0,0,6,0.0
bs_10,node_10,1,0,6,0.0,0,6,0.0
bs_10,node_10,2,0,6,0.0,0,6,0.0
bs_10,node_10,3,0,6,0.0,0,6,0.0
bs_10,node_10,4,0,6,0.0,0,6,0.0
bs_10,node_10,5,0,6,0.0,0,6,0.0
bs_10,node_10,6,0,6,0.0,0,6,0.0
bs_10,node_10,7,0,6,0.0,0,6,0.0
bs_10,node_10,8,0,6,0.0,0,6,0.0
bs_10,node_10,9,4,6,0.666667,3,6,0.5
bs_10,node_10,10,4,6,0.666667,3,6,0.5
bs_10,node_10,11,0,6,0.0,0,6,0.0
bs_10,node_10,12,0,6,0.0,0,6,0.0
bs_10,node_10,13,0,6,0.0,0,6,0.0
bs_10,node_10,14,0,6,0.0,0,6,0.0
bs_10,node_10,15,0,6,0.0,0,6,0.0
bs_10,node_10,16,0,6,0.0,0,6,0.0
bs_10,node_10,17,0,6,0.0,0,6,0.0
bs_10,node_10,18,0,6,0.0,0,6,0.0
bs_10,node_10,19,0,6,0.0,0,6,0.0
